ID,Label,Pred,Confidence
2024080200027080,0,0,0.9999898672103882
2024080200023708,0,0,0.9999814033508301
2024080200031169,1,1,0.9999728202819824
2024080200023876,1,1,0.99997878074646
2024080200013079,1,1,0.9999822378158569
2024080200010060,1,1,0.9999761581420898
2024080200003209,0,0,0.9999896287918091
2024080200019153,0,0,0.9999864101409912
2024080200011258,0,0,0.9984256029129028
2024080200019332,1,1,0.9999841451644897
2024080200027511,0,0,0.9999884366989136
2024080200009055,0,0,0.9999858140945435
2024080200005506,0,0,0.9999901056289673
2024080200018585,0,0,0.9999892711639404
2024080200016036,0,0,0.9999887943267822
2024080200020162,0,0,0.9999892711639404
2024080200031678,1,1,0.9999833106994629
2024080200022038,0,0,0.9971104860305786
2024080200019328,0,0,0.9999871253967285
2024080200027922,1,1,0.9999809265136719
2024080200026972,0,0,0.9998675584793091
2024080200012258,0,0,0.9934056997299194
2024080200009306,0,0,0.9999895095825195
2024080200008351,0,0,0.9999897480010986
2024080200015097,0,0,0.9999873638153076
2024080200003825,1,1,0.9999758005142212
2024080200007783,1,1,0.9999831914901733
2024080200020097,1,1,0.9999828338623047
2024080200012987,0,0,0.99998939037323
2024080200024720,0,0,0.9999873638153076
2024080200001734,1,1,0.999982476234436
2024080200025958,0,0,0.9998921155929565
2024080200016883,0,0,0.9998538494110107
2024080200018247,1,1,0.9999538660049438
2024080200019796,0,0,0.9999873638153076
2024080200020527,0,0,0.9999644756317139
2024080200016127,0,0,0.9999889135360718
2024080200023493,0,0,0.9999898672103882
2024080200012496,0,0,0.9999710321426392
2024080200020733,1,1,0.9999802112579346
2024080200020630,0,0,0.9999901056289673
2024080200001346,0,0,0.9999864101409912
2024080200005500,0,0,0.9999892711639404
2024080200015326,0,0,0.9999631643295288
2024080200027981,0,0,0.9999903440475464
2024080200022598,1,1,0.9999829530715942
2024080200008162,0,0,0.9999833106994629
2024080200021914,0,0,0.9999234676361084
2024080200029118,0,0,0.9999889135360718
2024080200031599,0,0,0.9999881982803345
2024080200009488,0,0,0.9999876022338867
2024080200029094,0,0,0.9999889135360718
2024080200005611,0,0,0.999988317489624
2024080200025356,1,1,0.9999818801879883
2024080200017452,0,0,0.9767557382583618
2024080200014940,0,0,0.9999886751174927
2024080200006998,0,0,0.9999896287918091
2024080200001438,0,0,0.9999872446060181
2024080200013755,1,1,0.9999415874481201
2024080200009960,0,0,0.9999902248382568
2024080200012493,1,1,0.999966025352478
2024080200003378,0,0,0.9999886751174927
2024080200015370,1,1,0.9999839067459106
2024080200025842,0,0,0.9999895095825195
2024080200024772,0,0,0.9738239645957947
2024080200010499,0,0,0.9999897480010986
2024080200025039,0,0,0.9999890327453613
2024080200029367,1,1,0.9999798536300659
2024080200029832,1,1,0.9999822378158569
2024080200005796,1,1,0.9998300075531006
2024080200011200,0,0,0.9999901056289673
2024080200011145,0,0,0.9999872446060181
2024080200010547,0,0,0.9765766859054565
2024080200019170,1,1,0.9999821186065674
2024080200017886,1,1,0.9999802112579346
2024080200014183,0,0,0.9999896287918091
2024080200025126,1,1,0.9999772310256958
2024080200000826,0,0,0.9999866485595703
2024080200005020,0,0,0.9999892711639404
2024080200006681,0,0,0.9999867677688599
2024080200009719,0,0,0.999988317489624
2024080200027676,0,0,0.9999901056289673
2024080200002908,0,0,0.9999880790710449
2024080200021015,0,0,0.9999899864196777
2024080200009233,0,0,0.9999886751174927
